purchase_id,user_id,purchase_date_id,purchase_amount,currency,payment_method,purchase_status,bonus_granted_amount,is_first_deposit_flag
P00001092,U0000578,20230307,21.94,GBP,Bank Transfer,Completed,0.0,1
P00015755,U0000578,20240731,18.68,USD,Card,Completed,9.26,0
P00008017,U0000578,20241228,49.02,GBP,Bank Transfer,Completed,0.0,0
P00015202,U0000578,20250720,51.0,USD,Bank Transfer,Completed,0.0,0
P00015006,U0000579,20200913,50.51,USD,Crypto,Pending,0.0,1
P00004437,U0000579,20210615,54.61,EUR,Bank Transfer,Completed,23.67,0
P00017103,U0000579,20221121,20.11,EUR,Crypto,Completed,0.0,0
P00004946,U0000579,20240409,29.5,EUR,Bank Transfer,Completed,3.49,0
P00011338,U0000579,20240430,49.76,USD,Bank Transfer,Completed,0.0,0
P00011354,U0000580,20190106,19.75,EUR,Crypto,Completed,0.0,1
P00015962,U0000580,20200115,51.79,GBP,E-Wallet,Completed,7.69,0
P00008482,U0000580,20210814,9.87,USD,Bank Transfer,Completed,2.55,0
P00017539,U0000580,20221223,105.32,USD,E-Wallet,Pending,0.0,0
P00002174,U0000580,20230311,10.75,GBP,Card,Completed,1.45,0
P00005446,U0000580,20230813,10.45,GBP,E-Wallet,Completed,4.32,0
P00010318,U0000580,20230905,54.09,EUR,Card,Completed,0.0,0
P00007891,U0000580,20241005,27.6,EUR,Card,Completed,0.0,0
P00003863,U0000581,20190721,27.13,GBP,Card,Failed,0.0,1
P00000635,U0000581,20201001,107.93,GBP,Crypto,Completed,52.25,0
P00017875,U0000581,20211108,50.03,GBP,Crypto,Completed,0.0,0
P00003062,U0000581,20231123,10.42,USD,Bank Transfer,Completed,0.0,0
P00005663,U0000581,20240419,193.21,GBP,Card,Completed,0.0,0
P00010919,U0000581,20240426,208.27,EUR,Bank Transfer,Completed,86.76,0
P00003921,U0000582,20190101,21.04,GBP,E-Wallet,Completed,6.52,1
P00015937,U0000582,20190429,21.01,USD,Crypto,Completed,0.0,0
P00012577,U0000582,20190827,19.74,USD,E-Wallet,Completed,0.0,0
P00017792,U0000582,20230826,31.87,USD,Bank Transfer,Completed,3.96,0
P00013216,U0000582,20240728,108.91,USD,Crypto,Completed,0.0,0
P00008432,U0000582,20241201,28.34,EUR,Card,Completed,0.0,0
P00004856,U0000582,20241212,52.64,EUR,E-Wallet,Completed,13.51,0
P00005784,U0000582,20250520,47.92,GBP,E-Wallet,Completed,20.75,0
P00006510,U0000583,20190221,30.57,GBP,Bank Transfer,Completed,0.0,1
P00017228,U0000583,20220705,91.7,USD,Crypto,Completed,0.0,0
P00016084,U0000583,20231003,10.58,USD,E-Wallet,Completed,3.77,0
P00016352,U0000583,20231027,21.88,GBP,Bank Transfer,Completed,7.8,0
P00002462,U0000584,20190827,18.2,EUR,Crypto,Completed,3.88,1
P00006897,U0000584,20191027,28.41,USD,Bank Transfer,Completed,4.85,0
P00004529,U0000584,20211026,109.19,GBP,Bank Transfer,Completed,26.3,0
P00016288,U0000584,20240221,9.65,GBP,Bank Transfer,Completed,0.0,0
P00013348,U0000584,20250409,9.97,USD,Crypto,Completed,0.0,0
P00012539,U0000585,20190919,10.05,USD,Card,Completed,2.64,1
P00007411,U0000585,20191121,47.04,EUR,E-Wallet,Completed,10.42,0
P00017160,U0000585,20220113,31.84,GBP,Card,Completed,8.48,0
P00013855,U0000585,20240319,196.61,GBP,Bank Transfer,Completed,0.0,0
P00016149,U0000586,20191220,31.73,USD,Card,Completed,0.0,1
P00009406,U0000586,20220206,29.21,USD,Bank Transfer,Failed,0.0,0
P00002301,U0000586,20230209,10.14,USD,Bank Transfer,Completed,3.44,0
P00010602,U0000586,20230430,9.9,EUR,E-Wallet,Completed,0.0,0
P00009597,U0000586,20230601,9.74,EUR,E-Wallet,Failed,0.0,0
P00017983,U0000586,20231019,18.06,EUR,Bank Transfer,Completed,0.0,0
P00000392,U0000587,20220820,18.36,EUR,Bank Transfer,Completed,0.0,1
P00004199,U0000588,20200703,47.3,GBP,E-Wallet,Completed,13.54,1
P00004022,U0000588,20220815,48.51,USD,E-Wallet,Completed,20.74,0
P00008006,U0000588,20220921,9.13,EUR,Bank Transfer,Completed,0.0,0
P00008658,U0000588,20241107,9.09,USD,E-Wallet,Completed,0.0,0
P00010278,U0000588,20250109,21.4,GBP,E-Wallet,Pending,0.0,0
P00001842,U0000588,20250406,19.21,EUR,Card,Completed,5.11,0
P00002838,U0000588,20250621,193.71,GBP,Card,Completed,41.7,0
P00017140,U0000589,20190507,9.45,EUR,Card,Completed,2.34,1
P00016470,U0000589,20190903,20.92,USD,E-Wallet,Pending,0.0,0
P00014615,U0000589,20210528,47.99,USD,E-Wallet,Completed,17.83,0
P00002276,U0000589,20211216,52.96,EUR,E-Wallet,Completed,0.0,0
P00012873,U0000589,20240511,18.23,USD,E-Wallet,Completed,0.0,0
P00008543,U0000589,20251128,29.93,GBP,Bank Transfer,Completed,5.54,0
P00017078,U0000590,20190317,48.96,USD,Bank Transfer,Completed,7.89,1
P00007482,U0000590,20250305,53.64,USD,Bank Transfer,Pending,26.36,0
P00007771,U0000591,20190705,19.2,USD,Crypto,Completed,0.0,1
P00002424,U0000591,20230303,9.02,EUR,Bank Transfer,Completed,0.0,0
P00014511,U0000591,20230619,19.62,GBP,Crypto,Failed,8.68,0
P00015359,U0000592,20190925,94.15,USD,Card,Completed,44.18,1
P00013279,U0000592,20211021,9.0,EUR,Crypto,Completed,3.99,0
P00016340,U0000592,20211216,9.8,USD,Bank Transfer,Completed,2.88,0
P00002497,U0000592,20220114,21.85,EUR,Card,Completed,0.0,0
P00017227,U0000592,20220309,10.41,GBP,Card,Completed,2.36,0
P00015162,U0000592,20230201,46.1,GBP,Bank Transfer,Completed,0.0,0
P00016513,U0000592,20230418,21.38,USD,E-Wallet,Completed,0.0,0
P00011872,U0000592,20240401,21.47,USD,Bank Transfer,Pending,7.35,0
P00003987,U0000593,20200623,9.13,EUR,Bank Transfer,Completed,0.0,1
P00002216,U0000593,20210811,50.18,USD,Crypto,Completed,0.0,0
P00001796,U0000593,20250410,104.13,USD,Bank Transfer,Completed,0.0,0
P00016773,U0000594,20190411,54.57,USD,Crypto,Completed,27.05,1
P00004563,U0000594,20190423,19.85,USD,Bank Transfer,Completed,9.35,0
P00003255,U0000594,20190917,29.43,EUR,Card,Completed,0.0,0
P00010559,U0000594,20210715,19.43,USD,Card,Completed,0.0,0
P00008973,U0000594,20210806,10.75,GBP,Bank Transfer,Completed,0.0,0
P00012996,U0000594,20220506,19.56,GBP,Bank Transfer,Completed,0.0,0
P00003778,U0000594,20220901,18.9,USD,Card,Completed,0.0,0
P00003449,U0000594,20230612,49.9,USD,Crypto,Completed,0.0,0
P00015726,U0000595,20220707,52.7,EUR,E-Wallet,Completed,5.74,1
P00012723,U0000595,20221101,20.72,EUR,Card,Completed,7.77,0
P00005868,U0000595,20250501,18.32,GBP,Bank Transfer,Completed,3.93,0
P00005979,U0000596,20200114,20.15,GBP,E-Wallet,Completed,0.0,1
P00009970,U0000596,20200723,30.91,GBP,Card,Completed,0.0,0
P00013589,U0000596,20210622,29.35,USD,Crypto,Completed,4.34,0
P00011856,U0000596,20220430,9.52,EUR,E-Wallet,Failed,0.0,0
P00004302,U0000596,20220504,9.81,GBP,E-Wallet,Completed,2.06,0
P00017641,U0000596,20220616,9.99,EUR,Bank Transfer,Completed,0.0,0
P00016688,U0000596,20230911,51.61,EUR,Bank Transfer,Pending,0.0,0
P00000780,U0000596,20240723,9.81,EUR,Crypto,Completed,0.0,0
P00010908,U0000596,20241115,47.92,GBP,E-Wallet,Completed,0.0,0
P00009209,U0000597,20190406,21.71,GBP,E-Wallet,Completed,0.0,1
P00011418,U0000597,20211019,9.4,GBP,Bank Transfer,Completed,0.0,0
P00006284,U0000597,20211128,99.67,GBP,Card,Completed,0.0,0
P00015865,U0000597,20211202,49.78,GBP,E-Wallet,Completed,0.0,0
P00008554,U0000597,20250421,9.54,EUR,E-Wallet,Completed,0.0,0
P00013184,U0000597,20250606,10.76,GBP,Bank Transfer,Completed,3.17,0
P00012821,U0000598,20190817,9.96,GBP,E-Wallet,Completed,3.98,1
P00017513,U0000598,20190914,18.03,USD,Card,Completed,0.0,0
P00003984,U0000598,20201228,9.44,GBP,E-Wallet,Completed,0.0,0
P00012862,U0000598,20210814,31.11,USD,Bank Transfer,Completed,0.0,0
P00012490,U0000598,20220617,53.59,USD,E-Wallet,Failed,0.0,0
P00003635,U0000598,20251001,20.8,USD,Crypto,Completed,0.0,0
P00014623,U0000599,20201107,28.71,EUR,E-Wallet,Completed,10.3,1
P00007678,U0000599,20210806,10.92,USD,Crypto,Completed,0.0,0
P00009475,U0000599,20220315,105.84,GBP,Crypto,Completed,42.76,0
P00011973,U0000599,20230608,9.52,USD,Crypto,Completed,3.78,0
P00017712,U0000599,20230920,10.4,EUR,Crypto,Completed,4.97,0
P00012999,U0000600,20210529,52.34,EUR,E-Wallet,Completed,12.78,1
P00014566,U0000600,20240529,95.36,USD,Bank Transfer,Failed,23.33,0
P00008274,U0000600,20250606,10.56,USD,Card,Completed,0.0,0
P00014535,U0000601,20190106,9.65,GBP,Bank Transfer,Completed,0.0,1
P00014312,U0000601,20190314,109.42,EUR,Card,Pending,38.42,0
P00008278,U0000601,20201013,18.98,GBP,Crypto,Completed,0.0,0
P00017528,U0000601,20201129,47.58,GBP,Crypto,Completed,0.0,0
P00005543,U0000601,20210512,202.23,EUR,Bank Transfer,Completed,0.0,0
P00000068,U0000601,20210701,50.47,GBP,Crypto,Completed,0.0,0
P00001433,U0000601,20220402,9.4,GBP,E-Wallet,Completed,4.19,0
P00016249,U0000601,20220511,217.57,GBP,Bank Transfer,Completed,0.0,0
P00011540,U0000601,20220821,10.0,USD,Crypto,Completed,4.79,0
P00011218,U0000602,20190921,99.51,GBP,Bank Transfer,Completed,0.0,1
P00003837,U0000602,20230610,9.49,GBP,E-Wallet,Completed,0.0,0
P00015116,U0000602,20231031,47.69,USD,E-Wallet,Completed,0.0,0
P00004489,U0000602,20240830,106.05,USD,Crypto,Completed,0.0,0
P00017068,U0000603,20220801,21.85,EUR,Bank Transfer,Completed,0.0,1
P00006127,U0000603,20230616,9.13,GBP,Card,Completed,0.0,0
P00011035,U0000603,20250921,28.66,USD,Bank Transfer,Completed,0.0,0
P00001173,U0000604,20190325,18.12,EUR,Crypto,Completed,0.0,1
P00001565,U0000604,20190710,10.37,EUR,Bank Transfer,Completed,4.2,0
P00004879,U0000604,20190726,51.31,EUR,Crypto,Completed,0.0,0
P00012986,U0000604,20190911,53.66,EUR,E-Wallet,Completed,0.0,0
P00013996,U0000604,20230417,10.49,EUR,Card,Completed,0.0,0
P00012576,U0000604,20250629,9.32,GBP,E-Wallet,Completed,0.0,0
P00012815,U0000605,20190304,31.3,GBP,Bank Transfer,Completed,11.46,1
P00011002,U0000605,20230216,21.41,USD,Bank Transfer,Completed,0.0,0
P00011827,U0000605,20240304,50.33,USD,Bank Transfer,Completed,24.52,0
P00013613,U0000606,20190127,51.79,USD,Crypto,Completed,0.0,1
P00007435,U0000606,20220724,48.43,EUR,Card,Completed,0.0,0
P00007711,U0000606,20240801,9.27,GBP,Card,Completed,0.0,0
P00000483,U0000607,20190127,50.7,GBP,Crypto,Completed,0.0,1
P00002475,U0000607,20231003,51.05,USD,Crypto,Pending,0.0,0
P00015718,U0000607,20231006,21.3,USD,Card,Pending,0.0,0
P00017387,U0000607,20250509,19.47,EUR,Card,Completed,5.0,0
P00016459,U0000608,20190902,100.94,EUR,E-Wallet,Completed,32.3,1
P00002637,U0000608,20191227,20.82,GBP,Crypto,Completed,4.4,0
P00007637,U0000608,20210125,9.66,GBP,Bank Transfer,Completed,0.0,0
P00009426,U0000608,20211102,29.31,GBP,Bank Transfer,Completed,0.0,0
P00006615,U0000608,20230609,107.38,EUR,Card,Completed,0.0,0
P00008151,U0000608,20231018,30.63,USD,Card,Completed,0.0,0
P00003367,U0000609,20210223,20.48,GBP,Bank Transfer,Completed,8.05,1
P00000325,U0000609,20220909,9.69,GBP,Card,Completed,0.0,0
P00009569,U0000609,20240219,28.94,USD,Crypto,Pending,10.57,0
P00008104,U0000610,20200128,10.88,GBP,E-Wallet,Completed,1.79,1
P00006021,U0000610,20210127,100.92,USD,Crypto,Completed,0.0,0
P00001853,U0000610,20230117,31.09,EUR,E-Wallet,Completed,0.0,0
P00009346,U0000611,20200729,19.93,GBP,Crypto,Completed,0.0,1
P00004028,U0000611,20201201,9.61,USD,Card,Completed,1.88,0
P00009115,U0000611,20240412,50.85,GBP,Crypto,Completed,0.0,0
P00011681,U0000611,20251107,29.05,GBP,Card,Completed,0.0,0
P00012071,U0000612,20190113,187.67,EUR,Bank Transfer,Completed,0.0,1
P00017550,U0000612,20221211,45.03,EUR,Card,Pending,0.0,0
P00004127,U0000613,20191206,18.43,USD,Bank Transfer,Completed,6.65,1
P00004132,U0000613,20200302,48.66,EUR,Bank Transfer,Completed,15.51,0
P00011854,U0000613,20250204,93.82,USD,E-Wallet,Completed,0.0,0
P00007214,U0000614,20190618,28.0,EUR,Crypto,Completed,0.0,1
P00016795,U0000614,20190918,49.45,EUR,Card,Completed,18.89,0
P00011023,U0000614,20220213,21.34,USD,Crypto,Completed,0.0,0
P00011572,U0000615,20230126,20.22,USD,Card,Completed,0.0,1
P00012773,U0000615,20230514,10.39,EUR,Card,Completed,0.0,0
P00017210,U0000615,20230609,101.71,GBP,Card,Completed,0.0,0
P00002010,U0000615,20230727,10.21,EUR,Crypto,Completed,2.24,0
P00005630,U0000615,20231228,18.92,USD,E-Wallet,Completed,0.0,0
P00007437,U0000615,20250321,45.0,EUR,Bank Transfer,Completed,19.73,0
P00001441,U0000616,20190307,9.14,GBP,E-Wallet,Completed,3.35,1
P00008110,U0000616,20190420,21.59,EUR,Card,Completed,0.0,0
P00014426,U0000616,20200309,51.3,USD,Bank Transfer,Completed,22.53,0
P00010112,U0000616,20200406,10.48,USD,Bank Transfer,Completed,0.0,0
P00006541,U0000616,20210329,197.11,EUR,Card,Completed,22.34,0
P00011420,U0000616,20210407,49.24,EUR,Crypto,Completed,0.0,0
P00009083,U0000616,20231114,20.24,EUR,E-Wallet,Completed,4.44,0
P00006772,U0000616,20240617,19.96,GBP,Card,Completed,0.0,0
P00005323,U0000616,20250329,93.84,EUR,Card,Failed,32.49,0
P00013778,U0000617,20211218,53.66,USD,E-Wallet,Completed,0.0,1
P00011699,U0000617,20220118,30.33,USD,Card,Completed,0.0,0
P00012529,U0000617,20230330,211.78,GBP,E-Wallet,Pending,88.85,0
P00009500,U0000617,20240524,20.68,USD,Card,Completed,0.0,0
P00000735,U0000617,20250723,19.48,USD,Bank Transfer,Failed,0.0,0
P00008911,U0000617,20250919,96.31,USD,Bank Transfer,Completed,10.85,0
P00012137,U0000618,20200216,21.03,EUR,Card,Completed,7.47,1
P00006041,U0000618,20200305,52.62,EUR,Card,Completed,21.36,0
P00007888,U0000618,20201115,10.33,EUR,Bank Transfer,Completed,0.0,0
P00003903,U0000618,20240426,46.26,GBP,Crypto,Completed,15.14,0
P00007821,U0000618,20240601,45.5,GBP,Crypto,Completed,0.0,0
P00013287,U0000619,20220108,45.39,USD,E-Wallet,Completed,7.63,1
P00005477,U0000619,20220227,9.59,USD,E-Wallet,Completed,0.0,0
P00011191,U0000619,20230406,18.95,GBP,Crypto,Completed,0.0,0
P00002752,U0000620,20200705,54.28,GBP,Bank Transfer,Completed,18.45,1
P00017728,U0000620,20220606,53.09,EUR,E-Wallet,Completed,24.01,0
P00005470,U0000620,20230911,18.86,GBP,Card,Completed,2.49,0
P00005432,U0000620,20231227,18.73,GBP,E-Wallet,Completed,4.41,0
P00009712,U0000620,20240121,197.97,GBP,Bank Transfer,Completed,50.1,0
P00017809,U0000621,20200924,30.1,EUR,Bank Transfer,Completed,3.92,1
P00013726,U0000621,20240905,109.8,GBP,Bank Transfer,Completed,0.0,0
P00017213,U0000622,20200303,10.75,GBP,Bank Transfer,Completed,0.0,1
P00014989,U0000622,20201220,53.09,GBP,Card,Completed,16.91,0
P00006238,U0000622,20231102,18.14,GBP,E-Wallet,Completed,0.0,0
P00008324,U0000622,20250523,28.73,USD,E-Wallet,Completed,0.0,0
P00001273,U0000623,20190303,50.92,USD,Card,Completed,5.49,1
P00012272,U0000623,20210702,19.35,GBP,Bank Transfer,Failed,0.0,0
P00017779,U0000623,20211013,29.08,GBP,Bank Transfer,Completed,0.0,0
P00008901,U0000623,20241117,10.83,GBP,Card,Completed,0.0,0
P00001084,U0000624,20190702,29.03,EUR,Crypto,Failed,13.92,1
P00013578,U0000624,20200325,29.64,USD,Bank Transfer,Completed,12.7,0
P00015072,U0000624,20200824,19.14,USD,E-Wallet,Completed,0.0,0
P00017818,U0000624,20210929,18.38,GBP,Card,Failed,0.0,0
P00015123,U0000624,20220610,47.81,EUR,Card,Completed,0.0,0
P00000365,U0000624,20220817,9.33,EUR,Card,Completed,0.0,0
P00003447,U0000624,20250217,18.11,USD,Bank Transfer,Completed,4.42,0
P00001209,U0000625,20190320,105.36,GBP,Crypto,Completed,25.32,1
P00016185,U0000626,20210324,48.27,EUR,Bank Transfer,Completed,11.19,1
P00012442,U0000626,20210520,54.03,GBP,Crypto,Completed,0.0,0
P00000506,U0000626,20221024,9.68,GBP,Bank Transfer,Completed,0.0,0
P00014155,U0000626,20250708,10.81,USD,Crypto,Failed,0.0,0
P00008736,U0000627,20220711,92.05,GBP,E-Wallet,Completed,0.0,1
P00012881,U0000627,20220719,51.03,EUR,Crypto,Completed,0.0,0
P00017959,U0000627,20240924,51.48,USD,E-Wallet,Completed,0.0,0
P00015036,U0000627,20250214,54.97,GBP,Card,Completed,0.0,0
P00007350,U0000628,20190715,54.13,GBP,Bank Transfer,Completed,0.0,1
P00006824,U0000628,20200220,93.82,USD,Bank Transfer,Completed,0.0,0
P00000391,U0000628,20200605,31.24,USD,Crypto,Completed,3.19,0
P00011094,U0000628,20201115,31.87,EUR,Card,Completed,14.96,0
P00012985,U0000628,20251122,18.07,USD,Card,Completed,0.0,0
P00001991,U0000629,20201110,10.81,USD,E-Wallet,Completed,0.0,1
P00003978,U0000629,20211128,20.24,USD,Card,Completed,9.98,0
P00004599,U0000629,20220816,9.48,EUR,Bank Transfer,Completed,3.3,0
P00010983,U0000629,20230415,50.93,GBP,Crypto,Completed,0.0,0
P00005550,U0000629,20230617,20.79,USD,Card,Completed,5.96,0
P00003441,U0000629,20250630,9.06,USD,Crypto,Completed,0.0,0
P00014193,U0000630,20201201,94.81,USD,Crypto,Completed,20.25,1
P00007797,U0000630,20201228,93.21,EUR,Card,Completed,42.14,0
P00013783,U0000630,20230428,19.91,USD,Bank Transfer,Completed,0.0,0
P00012377,U0000630,20231028,18.0,GBP,E-Wallet,Completed,0.0,0
P00002715,U0000630,20240413,206.93,EUR,Crypto,Completed,0.0,0
P00003194,U0000630,20250221,10.01,GBP,Card,Completed,0.0,0
P00003069,U0000631,20220411,30.95,USD,E-Wallet,Completed,0.0,1
P00005340,U0000631,20240809,21.43,EUR,Card,Failed,0.0,0
P00009815,U0000631,20251207,53.35,USD,Bank Transfer,Completed,7.08,0
P00012850,U0000632,20210801,48.89,GBP,E-Wallet,Completed,0.0,1
P00005016,U0000632,20210905,108.77,USD,Card,Completed,0.0,0
P00015993,U0000632,20210919,20.34,GBP,Card,Completed,6.65,0
P00017120,U0000632,20210930,21.28,GBP,Bank Transfer,Completed,0.0,0
P00011285,U0000632,20220527,10.61,EUR,E-Wallet,Completed,0.0,0
P00017196,U0000632,20221123,21.51,USD,Card,Completed,9.67,0
P00003912,U0000632,20240828,106.77,GBP,E-Wallet,Completed,0.0,0
P00014762,U0000633,20200908,28.01,EUR,Bank Transfer,Completed,0.0,1
P00005107,U0000633,20211210,50.42,GBP,Card,Completed,0.0,0
P00003177,U0000633,20220213,51.01,GBP,Bank Transfer,Completed,0.0,0
P00004330,U0000633,20220319,191.29,EUR,E-Wallet,Completed,29.05,0
P00000618,U0000634,20210116,47.71,USD,Bank Transfer,Completed,20.71,1
P00000826,U0000634,20230309,49.52,EUR,Card,Completed,0.0,0
P00006302,U0000634,20230830,106.16,EUR,Crypto,Failed,0.0,0
P00014662,U0000634,20240612,50.04,USD,E-Wallet,Completed,0.0,0
P00009828,U0000634,20241126,28.22,EUR,E-Wallet,Completed,0.0,0
P00015927,U0000635,20200724,49.84,EUR,Crypto,Completed,0.0,1
P00016463,U0000635,20200806,50.83,USD,Bank Transfer,Completed,15.3,0
P00006450,U0000635,20210321,48.48,EUR,Bank Transfer,Completed,0.0,0
P00002535,U0000635,20231207,19.18,USD,Card,Completed,0.0,0
P00000595,U0000636,20231220,20.32,USD,Bank Transfer,Completed,0.0,1
P00011071,U0000637,20190123,19.55,USD,Card,Completed,0.0,1
P00010868,U0000637,20190427,21.8,EUR,Bank Transfer,Completed,10.41,0
P00009857,U0000637,20200311,92.03,USD,Crypto,Completed,29.26,0
P00002655,U0000637,20210808,30.92,USD,Crypto,Completed,0.0,0
P00004019,U0000637,20211005,9.94,EUR,Bank Transfer,Completed,4.56,0
P00006916,U0000637,20220603,32.84,USD,Card,Completed,0.0,0
P00014298,U0000637,20240213,31.61,EUR,Crypto,Completed,0.0,0
P00013127,U0000638,20190117,10.68,USD,Bank Transfer,Completed,1.79,1
P00003877,U0000638,20200306,97.19,USD,Card,Completed,0.0,0
P00006296,U0000638,20210726,47.15,EUR,E-Wallet,Completed,16.83,0
P00009541,U0000639,20240607,32.04,EUR,Crypto,Completed,0.0,1
P00001215,U0000639,20240615,53.55,GBP,E-Wallet,Completed,26.59,0
P00010416,U0000639,20241116,48.93,USD,E-Wallet,Completed,0.0,0
P00010737,U0000640,20190226,28.05,GBP,Card,Completed,13.36,1
P00006822,U0000640,20201101,30.08,USD,E-Wallet,Completed,0.0,0
P00017771,U0000640,20210304,18.46,USD,Crypto,Completed,8.5,0
P00014206,U0000640,20210604,21.42,GBP,Card,Completed,0.0,0
P00004252,U0000640,20240325,19.12,USD,Crypto,Failed,6.11,0
P00000429,U0000640,20250819,10.98,EUR,E-Wallet,Completed,2.36,0
P00000353,U0000641,20200313,28.48,USD,Bank Transfer,Completed,0.0,1
P00008147,U0000641,20200807,32.84,EUR,Bank Transfer,Completed,0.0,0
P00003882,U0000641,20220112,10.48,USD,Bank Transfer,Completed,0.0,0
P00015973,U0000641,20240613,46.27,EUR,E-Wallet,Completed,0.0,0
P00010497,U0000641,20240922,10.79,USD,Crypto,Completed,3.1,0
P00009850,U0000642,20191113,10.97,GBP,Card,Completed,0.0,1
P00015648,U0000642,20230530,20.07,GBP,E-Wallet,Completed,6.31,0
P00000290,U0000642,20240103,94.29,USD,Crypto,Failed,23.76,0
P00003344,U0000642,20241015,54.1,EUR,Bank Transfer,Completed,26.37,0
P00017991,U0000643,20190811,49.92,USD,Card,Completed,16.91,1
P00009654,U0000643,20240302,53.73,EUR,Bank Transfer,Completed,0.0,0
P00015542,U0000643,20240720,28.6,EUR,Card,Completed,0.0,0
P00008366,U0000644,20210302,28.63,GBP,E-Wallet,Completed,0.0,1
P00006463,U0000644,20211206,29.05,USD,E-Wallet,Completed,0.0,0
P00005322,U0000644,20220131,52.14,EUR,E-Wallet,Completed,0.0,0
P00014369,U0000644,20240226,50.41,EUR,E-Wallet,Completed,6.76,0
P00006062,U0000644,20241118,53.64,EUR,Crypto,Completed,0.0,0
P00006199,U0000645,20210618,108.13,GBP,Crypto,Completed,0.0,1
P00017514,U0000645,20250225,9.0,USD,Bank Transfer,Completed,0.0,0
P00004281,U0000646,20190922,29.96,GBP,E-Wallet,Completed,4.06,1
P00006287,U0000646,20200629,27.71,EUR,Bank Transfer,Completed,0.0,0
P00001327,U0000646,20210919,51.34,USD,Card,Completed,15.51,0
P00013124,U0000646,20211121,9.65,EUR,E-Wallet,Completed,0.0,0
P00001850,U0000646,20220112,52.94,GBP,E-Wallet,Completed,0.0,0
P00015908,U0000646,20221202,20.54,GBP,Card,Completed,0.0,0
P00016659,U0000646,20230918,19.01,EUR,E-Wallet,Completed,0.0,0
P00004184,U0000646,20240829,212.84,GBP,E-Wallet,Completed,96.14,0
P00015463,U0000647,20210525,19.67,USD,Bank Transfer,Completed,6.57,1
P00016742,U0000647,20210916,9.98,USD,Crypto,Completed,2.4,0
P00000062,U0000647,20220523,31.44,GBP,E-Wallet,Completed,0.0,0
P00003629,U0000647,20221126,18.82,GBP,E-Wallet,Completed,5.23,0
P00014339,U0000647,20250812,18.22,EUR,Card,Completed,0.0,0
P00017415,U0000648,20200628,28.27,USD,Crypto,Completed,0.0,1
P00004956,U0000648,20230616,10.27,EUR,Card,Completed,2.1,0
P00017956,U0000649,20201005,47.14,USD,E-Wallet,Completed,10.08,1
P00006145,U0000649,20201113,9.02,EUR,Crypto,Completed,0.0,0
P00008771,U0000649,20230119,46.65,EUR,E-Wallet,Failed,5.05,0
P00000256,U0000649,20230123,31.04,EUR,Crypto,Completed,3.8,0
P00011779,U0000649,20230615,32.16,EUR,Card,Completed,0.0,0
P00005192,U0000649,20241113,9.37,GBP,Bank Transfer,Completed,0.0,0
P00006551,U0000650,20210116,20.69,EUR,E-Wallet,Completed,7.49,1
P00008349,U0000650,20210323,21.17,EUR,Bank Transfer,Completed,0.0,0
P00003080,U0000650,20220610,20.78,USD,E-Wallet,Failed,0.0,0
P00006911,U0000650,20240630,27.44,EUR,Card,Completed,0.0,0
P00017634,U0000650,20250203,32.38,EUR,Card,Completed,0.0,0
P00016636,U0000651,20190421,19.41,GBP,E-Wallet,Completed,0.0,1
P00016368,U0000651,20200818,18.8,EUR,E-Wallet,Completed,3.65,0
